Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
The Lone Ranger,2013,6.4,"227,651","Action, Adventure, Western",150 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
Yeoshingangrim,2013,8.1,"4,064","Comedy, Drama, Romance",70 ,Series,TV-Y,16,None,Mild,None,Mild,Mild
Speed Racer,2008,6.0,"71,302","Action, Adventure, Comedy",135 ,Film,PG,-,None,Mild,Mild,None,Mild
The Beach Bum,2019,5.5,"20,683",Comedy,95 ,Film,R,-,Severe,Mild,Severe,Severe,Mild
American Pie 2,2001,6.4,"247,420",Comedy,108 ,Film,R,-,Severe,Mild,Severe,Moderate,None
Agatha Raisin,2001,7.3,"3,744","Comedy, Drama, Mystery",60 ,Series,Not Rated,20,Moderate,Moderate,Mild,Mild,Moderate
Battlestar Galactica,2001,7.2,"14,802","Action, Adventure, Sci-Fi",60 ,Series,TV-PG,21,No Rate,No Rate,None,No Rate,No Rate
Y: 1883,2001,No Rate,No Votes,"Drama, Western",None,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
Sesame Street,2001,8.1,"12,941","Animation, Adventure, Comedy",55 ,Series,TV-Y,2257,None,None,None,None,Mild
Episodes,2001,7.8,"34,233",Comedy,30 ,Series,TV-MA,41,Moderate,None,Severe,Mild,No Rate
Above Suspicion,2019,5.6,"4,689","Action, Biography, Crime",104 ,Film,R,-,Mild,Severe,Moderate,Severe,Moderate
Killer Joe,2011,6.7,"75,709","Crime, Drama, Thriller",102 ,Film,Unrated,-,Severe,Severe,Severe,Moderate,Severe
"Legally Blonde 2: Red, White & Blonde",2003,4.8,"64,245",Comedy,95 ,Film,PG-13,-,None,None,Mild,None,None
DC League of Super-Pets,2022,No Rate,No Votes,"Animation, Action, Adventure",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
King Kong,1976,5.9,"31,536","Adventure, Horror",134 ,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
G.I. Jane,1997,6.0,"77,700","Action, Drama, War",125 ,Film,R,-,Mild,Moderate,Moderate,Mild,Mild
The Fountain,2006,7.2,"234,133","Drama, Mystery, Romance",97 ,Film,PG-13,-,Mild,Moderate,Mild,None,Moderate
Dinner for Schmucks,2010,5.9,"104,056",Comedy,114 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
Mortal Kombat Legends: Battle of the Realms,2021,6.6,"4,097","Animation, Action, Adventure",80 ,Film,R,-,None,Severe,Moderate,None,Moderate
The Return of the Texas Chainsaw Massacre,1994,3.3,"21,413","Comedy, Horror, Thriller",87 ,Film,R,-,Mild,Mild,Severe,Mild,Moderate
Madeo,2009,7.8,"58,858","Crime, Drama, Mystery",129 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
Get Shorty,1995,6.9,"80,782","Comedy, Crime, Thriller",105 ,Film,R,-,Mild,Moderate,Severe,Moderate,None
The Flower of Evil,2020,8.7,"4,889","Crime, Mystery, Romance",70 ,Series,None,17,No Rate,No Rate,No Rate,No Rate,No Rate
I Am Mother,2019,6.7,"83,654","Drama, Mystery, Sci-Fi",113 ,Film,TV-14,-,None,Moderate,Mild,None,Mild
Den 12. mann,2017,7.4,"23,841","Drama, History, Thriller",135 ,Film,Unrated,-,None,Severe,None,Mild,Severe
Staten Island Summer,2015,5.6,"6,942","Comedy, Drama",108 ,Film,R,-,Mild,Mild,Severe,Severe,None
V/H/S Viral,2014,4.2,"15,950","Horror, Thriller",81 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
Little Monsters,1989,6.1,"12,406","Adventure, Comedy, Family",100 ,Film,PG,-,Mild,Moderate,Moderate,Mild,Moderate
Fun Size,2012,5.4,"14,231","Adventure, Comedy",86 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
Bottle Rocket,1996,7.0,"73,454","Comedy, Crime, Drama",91 ,Film,R,-,Mild,Mild,Moderate,Mild,None
Zathura: A Space Adventure,2005,6.2,"98,983","Action, Adventure, Comedy",101 ,Film,PG,-,None,Mild,Mild,None,Moderate
Electric Dreams,2005,7.3,"15,113",Sci-Fi,60 ,Series,TV-MA,10,Severe,Moderate,Moderate,Mild,Mild
Picture of Beauty,2017,3.4,988,"Drama, Romance",70 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Hell's Kitchen,2017,7.1,"19,863","Game-Show, Reality-TV",42 ,Series,TV-14,312,None,Mild,Severe,Mild,Mild
Escape Room,2017,4.2,"11,494","Horror, Thriller",81 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
Everybody Hates Chris,2017,7.4,"35,802","Comedy, Drama, Music",22 ,Series,TV-PG,88,None,Mild,Mild,Mild,None
Menace II Society,1993,7.5,"55,261","Crime, Drama, Thriller",97 ,Film,R,-,Mild,Severe,Severe,Severe,Severe
Hachi: A Dog's Tale,2009,8.1,"267,501","Biography, Drama, Family",93 ,Film,G,-,None,None,None,None,Mild
L'amant,1992,6.9,"20,291","Biography, Drama, Romance",115 ,Film,R,-,Severe,Mild,Mild,Moderate,Mild
Dalziel and Pascoe,1992,7.3,"2,643","Crime, Mystery, Drama",120 ,Series,TV-14,61,No Rate,No Rate,No Rate,No Rate,No Rate
The 13th Warrior,1999,6.6,"120,562","Action, Adventure, History",102 ,Film,R,-,None,Moderate,None,Mild,Moderate
The Man in the Iron Mask,1998,6.5,"161,678","Action, Adventure, Drama",132 ,Film,PG-13,-,Mild,Mild,Mild,None,None
Ai no korîda,1976,6.6,"19,770","Drama, Romance",109 ,Film,X,-,Severe,Severe,Moderate,Mild,Severe
En kongelig affære,2012,7.5,"46,003","Biography, Drama, History",137 ,Film,R,-,Moderate,Mild,Mild,Mild,Mild
Psycho II,1983,6.5,"26,021","Crime, Horror, Mystery",113 ,Film,R,-,Mild,Severe,Mild,Mild,Severe
Dragon Ball: Doragon bôru,1983,8.5,"52,390","Animation, Action, Adventure",24 ,Series,TV-14,153,Moderate,Moderate,Mild,Mild,Mild
Stuart Little,1999,5.9,"130,074","Adventure, Comedy, Family",84 ,Film,PG,-,None,Mild,Mild,None,Mild
Rocky III,1982,6.8,"181,885","Drama, Sport",99 ,Film,PG,-,None,Moderate,Mild,Mild,Moderate
Super Troopers,2001,7.1,"100,571","Comedy, Crime, Mystery",100 ,Film,R,-,Moderate,Mild,Severe,Moderate,None
Republic of Doyle,2001,7.4,"3,727","Comedy, Crime, Drama",60 ,Series,TV-14,78,Mild,Mild,No Rate,Moderate,No Rate
City of Lies,2018,6.5,"10,515","Biography, Crime, Drama",112 ,Film,R,-,Mild,Moderate,Severe,Moderate,Mild
Team America: World Police,2004,7.2,"164,565","Action, Comedy",98 ,Film,R,-,Severe,Severe,Severe,Mild,Mild
O Menino que Matou Meus Pais,2021,6.2,"2,047","Crime, Drama, Thriller",80 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Gamer,2009,5.8,"132,645","Action, Sci-Fi, Thriller",95 ,Film,R,-,Severe,Severe,Severe,Moderate,Severe
Chronicle,2012,7.0,"245,159","Action, Drama, Sci-Fi",89 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Severe
Dark Angel,2012,7.4,"31,796","Action, Drama, Mystery",60 ,Series,TV-14,42,No Rate,No Rate,No Rate,No Rate,No Rate
Exorcist: The Beginning,2004,5.1,"36,050","Horror, Mystery, Thriller",114 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
The Room,2019,6.0,"18,162","Drama, Horror, Mystery",100 ,Film,Not Rated,-,Moderate,Mild,Mild,Mild,Mild
What About Bob?,1991,7.0,"66,024",Comedy,99 ,Film,PG,-,None,Mild,Mild,None,None
A Million Little Pieces,2018,6.2,"2,459",Drama,113 ,Film,R,-,Severe,Mild,Moderate,Severe,Moderate
Remember Me,2010,7.1,"142,430","Drama, Romance",113 ,Film,PG-13,-,Moderate,Moderate,Moderate,Moderate,Moderate
A Place to Call Home,2010,8.3,"4,851",Drama,60 ,Series,Not Rated,67,Mild,No Rate,Mild,Moderate,Mild
Leonardo,2010,7.2,"2,137","Biography, Drama, History",52 ,Series,Not Rated,8,Mild,None,None,Mild,Mild
Endless Love,2014,6.3,"42,765","Drama, Romance",104 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
Neighbours,2014,5.4,"5,020","Drama, Romance",22 ,Series,TV-G,9059,Mild,Mild,Mild,Mild,Mild
Ip Man,2008,8.0,"217,554","Action, Biography, Drama",106 ,Film,R,-,None,Moderate,Mild,Mild,Moderate
The Owners,2020,4.9,"6,762","Comedy, Crime, Horror",92 ,Film,Not Rated,-,Mild,Moderate,Severe,Mild,Moderate
The Three Musketeers,1993,6.4,"52,927","Action, Adventure, Comedy",105 ,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
Monte Carlo,2011,5.8,"43,176","Adventure, Comedy, Family",109 ,Film,PG,-,None,None,Mild,None,None
eXistenZ,1999,6.8,"97,224","Horror, Sci-Fi, Thriller",97 ,Film,R,-,Mild,Severe,Moderate,None,Moderate
Vortex,2021,7.4,238,Drama,135 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
The Omen,2006,5.5,"57,908","Action, Adventure, Fantasy",110 ,Film,R,-,None,Severe,Moderate,Mild,Severe
Big Shot,2006,7.5,"3,228","Comedy, Drama, Sport",None,Series,TV-PG,11,Mild,None,Mild,Mild,None
Assault on Precinct 13,1976,7.4,"47,462","Action, Crime, Thriller",91 ,Film,R,-,None,Severe,Moderate,Mild,Moderate
21 Grams,2003,7.6,"231,052","Crime, Drama, Thriller",124 ,Film,R,-,Moderate,Moderate,Moderate,Moderate,Moderate
Seppuku,1962,8.6,"49,571","Action, Drama, Mystery",133 ,Film,Not Rated,-,None,Severe,None,None,Moderate
The BFG,2016,6.4,"81,820","Adventure, Family, Fantasy",117 ,Film,PG,-,None,Mild,None,None,Mild
Vampire Academy,2014,5.5,"53,376","Action, Comedy, Drama",104 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild
The Crucible,1996,6.8,"36,646","Drama, History",124 ,Film,PG-13,-,Moderate,Moderate,Mild,None,Moderate
Click,2006,6.4,"317,067","Comedy, Drama, Fantasy",107 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
All the President's Men,1976,8.0,"109,805","Biography, Drama, History",138 ,Film,PG,-,None,None,Moderate,Mild,Mild
Boîte noire,2021,7.4,995,"Drama, Mystery, Thriller",129 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Twins,1988,6.1,"119,219","Comedy, Crime",107 ,Film,PG,-,Mild,Moderate,Moderate,Mild,Mild
The Invisible Man,1933,7.7,"32,876","Horror, Sci-Fi",71 ,Film,Approved,-,None,Mild,None,Mild,Mild
Between Earth and Sky,2018,5.8,"14,870","Crime, Drama, Mystery",97 ,Film,R,-,None,Moderate,Mild,None,Moderate
Lost in Space,1998,5.2,"70,890","Action, Adventure, Family",130 ,Film,PG-13,-,Mild,Mild,Mild,None,Mild
Cheaper by the Dozen,2003,5.9,"98,412","Comedy, Family",98 ,Film,PG,-,Mild,Mild,None,Mild,None
The Magnificent Seven,1960,7.7,"91,598","Action, Adventure, Western",128 ,Film,Approved,-,None,Mild,Mild,Mild,Moderate
Books of Blood,2020,5.6,"5,615","Drama, Horror, Mystery",107 ,Film,TV-MA,-,Mild,Severe,Moderate,Mild,Moderate
Wild Child,2008,6.1,"53,326","Comedy, Drama, Romance",98 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
Kung Fury: The Movie,2022,No Rate,No Votes,"Action, Comedy, Crime",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Shtisel,2022,8.6,"6,298",Drama,45 ,Series,TV-14,33,None,None,None,Mild,None
The Net,1995,5.9,"63,902","Action, Crime, Drama",114 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,Moderate
The Bad and the Beautiful,1952,7.8,"14,298","Drama, Romance",118 ,Film,Passed,-,None,None,None,Mild,Mild
Trance,2013,6.9,"112,013","Crime, Drama, Mystery",101 ,Film,R,-,Severe,Severe,Moderate,Mild,Severe
Life Itself,2018,6.9,"19,730","Drama, Romance",117 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
Believe Me: The Abduction of Lisa McVey,2018,7.2,"9,254","Biography, Crime, Drama",87 ,Film,TV-14,-,Moderate,Moderate,Mild,Mild,Severe
Bite,2015,4.9,"4,799",Horror,88 ,Film,Not Rated,-,Moderate,Severe,Mild,Mild,Severe
Primal,2015,8.7,"8,909","Animation, Action, Adventure",22 ,Series,TV-MA,11,None,Severe,None,None,Moderate
Jiok,2015,6.8,31,"Crime, Drama, Fantasy",150 ,Series,TV-MA,6,No Rate,No Rate,No Rate,No Rate,No Rate
The Saint,1997,6.2,"65,804","Action, Adventure, Romance",116 ,Film,PG-13,-,Mild,Mild,Mild,Moderate,Mild
Being John Malkovich,1999,7.7,"323,825","Comedy, Drama, Fantasy",113 ,Film,R,-,Moderate,Mild,Moderate,Mild,Mild
The Host,2013,5.9,"113,055","Action, Adventure, Drama",125 ,Film,PG-13,-,None,None,None,None,None
Tae-yang-eui hoo-ye,2016,8.3,"12,280","Action, Comedy, Drama",60 ,Series,TV-14,19,None,Mild,Mild,No Rate,No Rate
The Illusionist,2006,7.6,"363,166","Drama, Fantasy, Mystery",110 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
Adaptation.,2002,7.7,"186,497","Comedy, Drama",115 ,Film,R,-,Moderate,Moderate,Moderate,Moderate,Moderate
A Most Wanted Man,2014,6.8,"74,739","Crime, Drama, Thriller",122 ,Film,R,-,None,Mild,Moderate,Moderate,Moderate
Home Alone 2: Lost in New York,1992,6.8,"324,043","Adventure, Comedy, Crime",120 ,Film,PG,-,None,Moderate,Mild,Mild,Moderate
The Musketeers,1992,7.8,"21,495","Adventure, Drama",55 ,Series,TV-14,30,Mild,Moderate,Mild,Mild,Mild
Some Kind of Wonderful,1987,7.1,"29,828","Drama, Romance",95 ,Film,PG-13,-,Mild,None,Mild,Mild,None
Ghosts of Mississippi,1996,6.7,"10,832","Drama, History",130 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Mild
All Rise,1996,6.7,"3,906",Drama,44 ,Series,TV-PG,58,Severe,Severe,Severe,Severe,Severe
Solace,2015,6.4,"59,436","Crime, Drama, Mystery",101 ,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
Cocoon,1985,6.7,"60,414","Comedy, Drama, Sci-Fi",117 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
The Venture Bros.,1985,8.5,"24,671","Animation, Action, Adventure",22 ,Series,TV-MA,86,Moderate,Moderate,Moderate,Moderate,Mild
"Double, Double Toil and Trouble",1993,5.9,"3,417","Adventure, Comedy, Family",96 ,Film,TV-Y7,-,None,Mild,None,None,Mild
The Watch,1993,5.3,"4,911","Comedy, Crime, Drama",None,Series,TV-14,8,Mild,No Rate,No Rate,No Rate,No Rate
August: Osage County,2013,7.2,"87,614","Comedy, Drama",121 ,Film,R,-,Mild,Mild,Severe,Moderate,Mild
Romaenseuneun Byulchaekboorok,2019,8.1,"4,036",Romance,62 ,Series,None,16,No Rate,No Rate,No Rate,No Rate,No Rate
Love Advent,2019,4.1,145,Action,2 ,Series,None,110,No Rate,No Rate,No Rate,No Rate,No Rate
The Client,1994,6.8,"63,669","Crime, Drama, Mystery",119 ,Film,PG-13,-,None,Mild,Moderate,Moderate,Moderate
Glory,1989,7.8,"130,083","Biography, Drama, History",122 ,Film,R,-,None,Severe,Moderate,Mild,Severe
SGU Stargate Universe,1989,7.6,"48,992","Drama, Sci-Fi",43 ,Series,Not Rated,40,Mild,Mild,Mild,Mild,Mild
Polytechnique,2009,7.2,"15,125","Crime, Drama, History",77 ,Film,Not Rated,-,None,Severe,Mild,Mild,Severe
Haute tension,2003,6.8,"70,045",Horror,91 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
Insurgent,2015,6.2,"226,861","Action, Adventure, Sci-Fi",119 ,Film,PG-13,-,Mild,Moderate,Mild,None,Moderate
Bojwagwan,2015,7.9,397,Drama,60 ,Series,None,20,No Rate,No Rate,No Rate,No Rate,No Rate
The Spirit,2008,4.8,"60,537","Action, Crime, Fantasy",103 ,Film,PG-13,-,Mild,Severe,Moderate,Moderate,Severe
Krull,1983,6.1,"31,840","Action, Adventure, Fantasy",116 ,Film,PG,-,None,Mild,None,None,Moderate
The Apartment,1960,8.3,"172,677","Comedy, Drama, Romance",125 ,Film,Approved,-,Mild,Mild,None,Mild,Mild
The Six Million Dollar Man,1960,7.1,"10,364","Action, Crime, Drama",60 ,Series,TV-PG,99,No Rate,No Rate,No Rate,No Rate,No Rate
The Island of Dr. Moreau,1996,4.6,"32,645","Horror, Sci-Fi, Thriller",96 ,Film,PG-13,-,Mild,Severe,Mild,Mild,Moderate
Royal Pains,1996,7.1,"20,332","Comedy, Drama",42 ,Series,TV-PG,104,Mild,Mild,None,Mild,Moderate
Constantine,1996,7.5,"51,142","Crime, Drama, Fantasy",43 ,Series,TV-14,13,Mild,Moderate,Mild,Moderate,Moderate
Stripes,1981,6.9,"69,283","Comedy, War",106 ,Film,R,-,Moderate,Mild,Moderate,Mild,None
Anon,2018,6.1,"41,062","Crime, Sci-Fi, Thriller",100 ,Film,TV-MA,-,Severe,Moderate,Moderate,Moderate,Moderate
The Lorax,2012,6.4,"104,931","Animation, Adventure, Comedy",86 ,Film,PG,-,None,Mild,None,None,Mild
The Report,2019,7.2,"38,746","Biography, Crime, Drama",119 ,Film,R,-,Mild,Severe,Moderate,None,Moderate
True History of the Kelly Gang,2019,6.0,"9,824","Biography, Crime, Drama",124 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
Movin' with Nancy,1967,7.5,231,Music,60 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Hard Candy,2005,7.1,"157,776","Drama, Thriller",104 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Severe
Spontaneous,2020,6.5,"10,096","Comedy, Horror, Romance",101 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
A Star Is Born,1976,6.1,"10,918","Drama, Music, Romance",139 ,Film,R,-,Mild,None,Moderate,Moderate,None
The White House Plumbers,1976,No Rate,No Votes,"Biography, Drama, History",None,Series,None,5,No Rate,No Rate,No Rate,No Rate,No Rate
The Bourne Supremacy,2004,7.7,"447,254","Action, Mystery, Thriller",108 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
The Thomas Crown Affair,1999,6.9,"90,049","Crime, Romance, Thriller",113 ,Film,R,-,Moderate,None,Mild,Mild,None
No Escape,2015,6.8,"82,893","Action, Thriller",103 ,Film,R,-,None,Severe,Moderate,Mild,Severe
Highlander,2015,7.2,"15,051","Action, Adventure, Fantasy",60 ,Series,TV-14,119,Mild,Moderate,Mild,Mild,Moderate
Grown-ish,2015,6.3,"4,842","Comedy, Drama",22 ,Series,TV-14,60,Moderate,None,Moderate,Moderate,None
Paterson,2016,7.4,"76,293","Comedy, Drama, Romance",118 ,Film,R,-,None,None,Mild,Mild,None
The Heat,2013,6.6,"166,846","Action, Comedy, Crime",117 ,Film,R,-,Mild,Moderate,Severe,Moderate,Moderate
Escape from L.A.,1996,5.7,"72,505","Action, Adventure, Sci-Fi",101 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
The Obscure Life of the Grand Duke of Corsica,2021,4.8,170,"Comedy, Drama",93 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
The Words,2012,7.0,"76,551","Drama, Mystery, Romance",102 ,Film,PG-13,-,Mild,Mild,Mild,Mild,None
Spy Kids 2: Island of Lost Dreams,2002,5.2,"64,885","Action, Adventure, Comedy",100 ,Film,PG,-,None,Mild,Mild,Mild,Mild
Muhtesem Yüzyil,2002,6.7,"16,131","Biography, Drama, History",90 ,Series,None,219,No Rate,No Rate,No Rate,No Rate,No Rate
Serpico,1973,7.7,"117,127","Biography, Crime, Drama",130 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
Out of the Furnace,2013,6.8,"111,654","Action, Crime, Drama",116 ,Film,R,-,None,Severe,Severe,Severe,Severe
Call Me Kat,2013,5.1,"4,552",Comedy,21 ,Series,TV-PG,14,Mild,None,None,Mild,None
Doom,2005,5.2,"110,995","Action, Horror, Sci-Fi",105 ,Film,R,-,Mild,Severe,Severe,Mild,Moderate
Songwriter,1984,6.3,704,"Drama, Music",94 ,Film,R,-,Mild,Mild,Mild,Moderate,None
The Lair of the White Worm,1988,5.9,"12,054","Comedy, Horror",93 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
Blue Lagoon: The Awakening,2012,5.5,"14,299","Drama, Romance",85 ,Film,TV-14,-,Mild,Mild,Mild,None,Mild
Dug Days,2012,8.3,"2,275","Animation, Short, Adventure",None,Series,TV-G,5,No Rate,Mild,No Rate,No Rate,No Rate
Up the Junction,1968,6.9,861,Drama,119 ,Film,R,-,No Rate,No Rate,No Rate,Mild,Mild
Unfriended,2014,5.5,"72,549","Horror, Mystery, Thriller",83 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
À bout de souffle,1960,7.8,"77,529","Crime, Drama",90 ,Film,Not Rated,-,Mild,Mild,Moderate,Moderate,None
The Split,1960,7.7,"4,566",Drama,60 ,Series,TV-MA,17,No Rate,No Rate,No Rate,No Rate,No Rate
Penguin Bloom,2020,6.8,"8,403",Drama,95 ,Film,TV-14,-,None,Mild,None,None,Moderate
Jeune et jolie,2013,6.7,"33,851","Drama, Romance",95 ,Film,Not Rated,-,Severe,Mild,Mild,Mild,Mild
You Don't Mess with the Zohan,2008,5.5,"196,120",Comedy,113 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,None
Mieruko-chan,2008,7.4,132,"Animation, Comedy, Fantasy",24 ,Series,PG-13,12,No Rate,No Rate,No Rate,No Rate,No Rate
The Fugitive,2008,8.1,"3,696","Adventure, Crime, Drama",51 ,Series,None,120,No Rate,No Rate,No Rate,No Rate,No Rate
The Human Centipede III (Final Sequence),2015,2.7,"15,932","Comedy, Horror",102 ,Film,Not Rated,-,Severe,Severe,Severe,Moderate,Severe
The Survivor,2021,7.4,53,"Biography, Drama",129 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Dream Horse,2020,6.9,"2,633","Biography, Comedy, Drama",113 ,Film,PG,-,None,Mild,Mild,Moderate,Mild
Ted 2,2015,6.3,"195,412",Comedy,115 ,Film,R,-,Moderate,Mild,Severe,Severe,Mild
Pan,2015,5.7,"62,426","Adventure, Comedy, Family",111 ,Film,PG,-,None,Mild,Mild,None,Moderate
Rat Race,2001,6.4,"112,517","Action, Adventure, Comedy",112 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
Waiting for the Barbarians,2019,5.9,"9,456",Drama,112 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
The Little Hours,2017,5.8,"21,713","Comedy, Romance",90 ,Film,R,-,Moderate,Mild,Severe,Mild,Mild
"Auf Wiedersehen, Pet",2017,8.4,"3,229","Comedy, Drama",60 ,Series,None,40,No Rate,No Rate,No Rate,No Rate,No Rate
Blast from the Past,1999,6.6,"62,518","Comedy, Drama, Romance",112 ,Film,PG-13,-,Mild,None,Mild,Mild,Mild
Liar Game,1999,8.0,"1,856",Drama,36 ,Series,None,21,No Rate,No Rate,No Rate,No Rate,No Rate
The Pact,1999,6.8,"2,219",Thriller,60 ,Series,None,6,No Rate,No Rate,No Rate,No Rate,No Rate
The Hours,2002,7.5,"128,263","Drama, Romance",110 ,Film,PG-13,-,None,None,Mild,Mild,Moderate
The Woman in Black,2012,6.4,"178,555","Drama, Fantasy, Horror",95 ,Film,PG-13,-,None,Moderate,Mild,Mild,Severe
Erkenci Kus,2012,7.4,"6,471","Comedy, Romance",120 ,Series,None,51,No Rate,No Rate,No Rate,No Rate,No Rate
The Black Book,2021,3.3,69,Horror,75 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
The House Bunny,2008,5.5,"81,811","Comedy, Romance",97 ,Film,PG-13,-,Mild,None,Mild,Mild,None
Intelligence,2008,6.2,"3,221",Comedy,None,Series,TV-MA,12,Mild,No Rate,Moderate,No Rate,No Rate
UFO,2008,7.9,"3,204","Action, Sci-Fi",45 ,Series,TV-PG,26,Mild,Mild,Mild,Moderate,Moderate
Trial by Fire,2018,7.1,"8,688","Biography, Drama",127 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
Swordfish,2001,6.5,"181,964","Action, Crime, Thriller",99 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
The Endless,2017,6.5,"38,549","Drama, Fantasy, Horror",111 ,Film,Not Rated,-,None,Mild,Severe,Mild,Moderate
The Other Woman,2014,6.0,"135,373","Comedy, Romance",109 ,Film,PG-13,-,Mild,Mild,Moderate,Moderate,None
The Night Shift,2014,7.4,"11,660","Drama, Romance",42 ,Series,TV-14,45,Mild,Severe,Mild,Mild,Moderate
Grizzly II: The Predator,2020,3.2,817,"Horror, Music, Thriller",74 ,Film,Not Rated,-,No Rate,Severe,Moderate,No Rate,No Rate
Deception,2018,7.5,"8,745","Crime, Drama, Mystery",41 ,Series,TV-PG,13,None,Moderate,Mild,Mild,Mild
Leave No Trace,2018,7.2,"55,534","Adventure, Drama",109 ,Film,PG,-,None,Mild,None,Mild,Mild
WolfWalkers,2020,8.1,"25,963","Animation, Adventure, Family",103 ,Film,PG,-,None,Mild,None,None,Mild
The Machine,2020,No Rate,No Votes,"Action, Comedy",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Platinum End,2020,8.3,200,"Animation, Action, Drama",None,Series,None,4,No Rate,No Rate,No Rate,No Rate,No Rate
The Suite Life of Zack & Cody,2020,6.6,"34,598","Comedy, Family",30 ,Series,TV-G,87,None,None,None,None,Mild
Ying xiong,2002,7.9,"177,804","Action, Adventure, History",120 ,Film,PG-13,-,Mild,Moderate,None,None,Mild
Once Bitten,1985,5.5,"14,195","Comedy, Drama, Fantasy",94 ,Film,PG-13,-,Mild,Mild,Mild,Moderate,Mild
The Nest,2020,6.3,"10,278","Drama, Romance",107 ,Film,R,-,Moderate,Mild,Moderate,Moderate,None
Miss Fisher's Murder Mysteries,2020,8.3,"14,823","Crime, Drama, Mystery",60 ,Series,TV-PG,34,Mild,Mild,Mild,Mild,Mild
Shaft,2019,6.4,"49,598","Action, Comedy, Crime",111 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Mild
"Hail, Caesar!",2016,6.3,"129,030","Comedy, Drama, Music",106 ,Film,PG-13,-,None,Mild,Mild,Mild,None
The Exorcist,2023,No Rate,No Votes,Horror,121 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Jonathan Creek,2023,8.1,"7,069","Comedy, Crime, Drama",60 ,Series,TV-MA,32,Moderate,Moderate,Moderate,No Rate,Mild
"Me, Myself & Irene",2000,6.6,"230,337",Comedy,116 ,Film,R,-,Moderate,Moderate,Severe,Mild,Mild
A River Runs Through It,1992,7.2,"56,009",Drama,123 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
Villains,2019,6.2,"11,567","Comedy, Drama, Horror",90 ,Film,R,-,Mild,Moderate,Severe,Moderate,Moderate
Foxcatcher,2014,7.0,"138,695","Biography, Drama, History",134 ,Film,R,-,Mild,Moderate,Mild,Moderate,Moderate
Flatliners,2017,5.2,"45,051","Drama, Horror, Mystery",109 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
Drake & Josh,2017,7.7,"37,566","Comedy, Family",23 ,Series,TV-Y7,57,None,Mild,None,None,None
Glengarry Glen Ross,1992,7.7,"101,084","Crime, Drama, Mystery",100 ,Film,R,-,None,None,Severe,Mild,None
